CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"San Francisco-Oakland-Hayward, CA",41860,2019-03-10,37,Good,Ozone,06-075-0005,18
"San Francisco-Oakland-Hayward, CA",41860,2019-03-11,37,Good,NO2,06-001-0012,16
"San Francisco-Oakland-Hayward, CA",41860,2019-03-12,39,Good,Ozone,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-13,42,Good,Ozone,06-013-2007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-14,43,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-15,46,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-16,48,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-17,50,Good,Ozone,06-001-2001,16
"San Francisco-Oakland-Hayward, CA",41860,2019-03-18,54,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-19,57,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-03-20,46,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-21,43,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-22,39,Good,Ozone,06-075-0005,18
"San Francisco-Oakland-Hayward, CA",41860,2019-03-23,49,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-24,47,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-25,40,Good,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-03-26,43,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-27,44,Good,Ozone,06-075-0005,16
"San Francisco-Oakland-Hayward, CA",41860,2019-03-28,47,Good,NO2,06-001-0012,18
"San Francisco-Oakland-Hayward, CA",41860,2019-03-29,42,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-30,38,Good,NO2,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-03-31,43,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-01,42,Good,NO2,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-02,37,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-03,32,Good,Ozone,06-075-0005,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-04,34,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-05,43,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-06,41,Good,Ozone,06-075-0005,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-07,34,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-08,41,Good,Ozone,06-041-0001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-09,41,Good,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-10,40,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-11,39,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-12,44,Good,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-13,48,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-14,45,Good,Ozone,06-013-1004,16
"San Francisco-Oakland-Hayward, CA",41860,2019-04-15,43,Good,Ozone,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-16,38,Good,Ozone,06-081-1001,16
"San Francisco-Oakland-Hayward, CA",41860,2019-04-17,41,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-18,74,Moderate,Ozone,06-001-2001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-19,54,Moderate,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-20,44,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-21,53,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-22,60,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-23,64,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-24,64,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-04-25,59,Moderate,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-04-26,61,Moderate,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-04-27,60,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-04-28,61,Moderate,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-04-29,55,Moderate,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-04-30,54,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-01,54,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-02,58,Moderate,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-03,54,Moderate,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-04,49,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-05,43,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-06,34,Good,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-07,36,Good,NO2,06-001-0015,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-08,40,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-09,36,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-10,43,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-11,44,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-12,37,Good,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-13,35,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-14,33,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-15,41,Good,Ozone,06-075-0005,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-16,42,Good,Ozone,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-17,41,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-18,42,Good,Ozone,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-19,47,Good,Ozone,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-20,43,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-21,39,Good,Ozone,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-22,47,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-23,55,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-24,35,Good,Ozone,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-25,48,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-26,43,Good,Ozone,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-27,35,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-28,49,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-29,58,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-05-30,31,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-05-31,50,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-01,46,Good,Ozone,06-001-0007,16
"San Francisco-Oakland-Hayward, CA",41860,2019-06-02,33,Good,Ozone,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-03,45,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-04,97,Moderate,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-05,62,Moderate,PM2.5,06-001-0011,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-06,45,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-07,46,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-08,40,Good,Ozone,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-09,58,Moderate,Ozone,06-001-2001,16
"San Francisco-Oakland-Hayward, CA",41860,2019-06-10,140,Unhealthy for Sensitive Groups,Ozone,06-001-2001,16
"San Francisco-Oakland-Hayward, CA",41860,2019-06-11,150,Unhealthy for Sensitive Groups,Ozone,06-001-2001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-12,126,Unhealthy for Sensitive Groups,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-13,35,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-14,32,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-15,33,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-16,33,Good,PM2.5,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-17,48,Good,PM2.5,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-18,50,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-19,40,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-20,45,Good,PM2.5,06-041-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-21,54,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-22,65,Moderate,PM2.5,06-001-0011,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-23,58,Moderate,PM2.5,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-24,46,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-25,44,Good,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-26,30,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-27,31,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-28,40,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-06-29,47,Good,PM2.5,06-001-0009,18
"San Francisco-Oakland-Hayward, CA",41860,2019-06-30,40,Good,PM2.5,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-01,39,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-02,45,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-03,45,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-04,66,Moderate,PM2.5,06-001-0009,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-05,57,Moderate,PM2.5,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-06,52,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-07,47,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-08,39,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-09,33,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-10,24,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-11,24,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-12,34,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-13,36,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-14,39,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-15,42,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-16,33,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-17,51,Moderate,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-18,28,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-19,52,Moderate,PM2.5,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-20,33,Good,Ozone,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-21,40,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-22,54,Moderate,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-23,38,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-24,100,Moderate,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-25,101,Unhealthy for Sensitive Groups,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-26,46,Good,Ozone,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-07-27,105,Unhealthy for Sensitive Groups,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-28,93,Moderate,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-29,56,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-30,48,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-07-31,50,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-01,28,Good,PM2.5,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-08-02,33,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-03,41,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-04,35,Good,PM2.5,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-08-05,45,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-06,53,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-07,43,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-08,40,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-09,32,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-10,25,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-11,37,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-12,45,Good,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-13,84,Moderate,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-14,119,Unhealthy for Sensitive Groups,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-15,112,Unhealthy for Sensitive Groups,Ozone,06-013-0002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-16,101,Unhealthy for Sensitive Groups,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-17,53,Moderate,PM2.5,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-18,36,Good,Ozone,06-013-1002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-19,36,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-20,32,Good,Ozone,06-013-1002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-21,44,Good,Ozone,06-013-1002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-22,43,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-23,47,Good,Ozone,06-001-0011,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-24,67,Moderate,Ozone,06-013-0002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-25,64,Moderate,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-26,74,Moderate,Ozone,06-001-0007,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-27,50,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-28,37,Good,PM2.5,06-001-0011,18
"San Francisco-Oakland-Hayward, CA",41860,2019-08-29,40,Good,PM2.5,06-001-0011,17
"San Francisco-Oakland-Hayward, CA",41860,2019-08-30,47,Good,Ozone,06-013-0002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-08-31,44,Good,Ozone,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-01,32,Good,Ozone,06-013-1002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-09-02,38,Good,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-09-03,38,Good,Ozone,06-013-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-04,44,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-05,32,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-06,36,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-07,28,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-08,33,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-09,35,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-10,39,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-11,47,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-12,54,Moderate,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-13,97,Moderate,Ozone,06-013-2007,16
"San Francisco-Oakland-Hayward, CA",41860,2019-09-14,93,Moderate,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-15,37,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-16,30,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-17,36,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-18,30,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-19,34,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-20,39,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-21,41,Good,Ozone,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-22,45,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-23,43,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-24,54,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-25,77,Moderate,Ozone,06-013-1002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-09-26,52,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-27,33,Good,PM2.5,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-09-28,40,Good,PM2.5,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-29,35,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-09-30,34,Good,Ozone,06-013-1002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-01,32,Good,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-02,53,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-03,39,Good,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-04,35,Good,Ozone,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-05,40,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-06,49,Good,Ozone,06-001-2001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-07,71,Moderate,Ozone,06-013-2007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-08,51,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-09,52,Moderate,PM2.5,06-001-0013,16
"San Francisco-Oakland-Hayward, CA",41860,2019-10-10,44,Good,NO2,06-001-0012,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-11,51,Moderate,NO2,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-12,64,Moderate,Ozone,06-041-0001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-13,77,Moderate,Ozone,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-14,52,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-15,58,Moderate,PM2.5,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-16,40,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-17,36,Good,NO2,06-001-0012,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-18,48,Good,PM2.5,06-041-0002,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-19,48,Good,PM2.5,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-20,41,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-21,51,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-22,48,Good,PM2.5,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-23,55,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-24,46,Good,NO2,06-041-0001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-10-25,70,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-26,67,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-10-27,68,Moderate,PM2.5,06-081-1001,16
"San Francisco-Oakland-Hayward, CA",41860,2019-10-28,102,Unhealthy for Sensitive Groups,PM2.5,06-013-1004,15
"San Francisco-Oakland-Hayward, CA",41860,2019-10-29,52,Moderate,PM2.5,06-013-0002,16
"San Francisco-Oakland-Hayward, CA",41860,2019-10-30,44,Good,NO2,06-075-0005,16
"San Francisco-Oakland-Hayward, CA",41860,2019-10-31,55,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-01,55,Moderate,PM2.5,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-02,67,Moderate,Ozone,06-001-2001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-03,77,Moderate,Ozone,06-001-2001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-04,64,Moderate,Ozone,06-013-1002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-05,74,Moderate,Ozone,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-06,63,Moderate,PM2.5,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-07,70,Moderate,PM2.5,06-001-0012,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-08,95,Moderate,PM2.5,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-09,88,Moderate,PM2.5,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-10,77,Moderate,PM2.5,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-11,62,Moderate,PM2.5,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-12,63,Moderate,PM2.5,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-13,67,Moderate,PM2.5,06-001-0015,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-14,51,Moderate,PM2.5,06-001-0015,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-15,31,Good,Ozone,06-013-2007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-16,48,Good,PM2.5,06-081-1001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-17,56,Moderate,PM2.5,06-081-1001,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-18,63,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-19,46,Good,PM2.5,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-20,35,Good,PM2.5,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-21,48,Good,PM2.5,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-22,58,Moderate,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-23,61,Moderate,PM2.5,06-001-0011,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-24,54,Moderate,PM2.5,06-001-0011,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-25,40,Good,PM2.5,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-26,36,Good,Ozone,06-013-1004,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-27,33,Good,Ozone,06-013-1004,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-28,36,Good,PM2.5,06-001-0007,17
"San Francisco-Oakland-Hayward, CA",41860,2019-11-29,42,Good,PM2.5,06-001-0007,18
"San Francisco-Oakland-Hayward, CA",41860,2019-11-30,45,Good,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-01,34,Good,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-02,30,Good,NO2,06-001-2001,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-03,32,Good,NO2,06-001-0011,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-04,38,Good,PM2.5,06-001-0013,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-05,55,Moderate,PM2.5,06-001-0013,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-06,44,Good,PM2.5,06-013-0002,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-07,36,Good,Ozone,06-075-0005,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-08,38,Good,Ozone,06-075-0005,18
"San Francisco-Oakland-Hayward, CA",41860,2019-12-09,30,Good,PM2.5,06-001-0011,17
"San Francisco-Oakland-Hayward, CA",41860,2019-12-10,56,Moderate,PM2.5,06-001-0015,17
