CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
"Yuba City, CA",49700,2020-03-05,46,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-06,33,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-07,29,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-08,30,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-09,32,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-10,33,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-11,37,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-12,35,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-13,38,Good,PM2.5,06-101-0003,1
"Yuba City, CA",49700,2020-03-14,31,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-15,34,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-16,30,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-17,30,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-18,29,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-19,32,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-20,35,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-21,39,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-22,40,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-23,35,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-24,31,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-25,35,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-26,37,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-27,37,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-28,39,Good,PM2.5,06-101-0003,1
"Yuba City, CA",49700,2020-03-29,40,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-30,31,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-03-31,30,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-04-01,42,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-02,38,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-03,42,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-04-04,25,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-05,38,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-06,38,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-07,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-08,31,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-09,33,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-10,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-11,33,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-12,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-13,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-14,45,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-15,47,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-16,45,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-17,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-18,36,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-04-19,41,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-20,41,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-21,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-22,41,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-23,45,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-24,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-25,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-26,41,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-04-27,38,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-04-28,41,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-29,33,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-04-30,48,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-01,49,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-02,35,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-03,46,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-04,49,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-05,49,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-06,46,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-07,49,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-08,58,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-09,64,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-10,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-11,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-12,34,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-13,30,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-14,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-15,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-16,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-17,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-18,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-19,36,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-20,39,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-21,39,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-22,42,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-23,48,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-24,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-25,44,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-26,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-27,48,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-28,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-29,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-05-30,31,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-05-31,35,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-01,48,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-02,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-03,49,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-04,49,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-05,44,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-06-06,34,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-07,31,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-08,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-09,39,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-10,39,Good,Ozone,06-101-0004,1
"Yuba City, CA",49700,2020-06-11,34,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-12,35,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-06-13,31,Good,Ozone,06-101-0003,1
"Yuba City, CA",49700,2020-06-14,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-15,35,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-16,35,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-17,39,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-18,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-19,54,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-06-20,47,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-21,38,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-22,46,Good,PM2.5,06-101-0003,1
"Yuba City, CA",49700,2020-06-23,58,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-06-24,54,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-06-25,50,Good,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-06-26,61,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-06-27,41,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-06-28,39,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-06-29,42,Good,PM10,06-101-0003,2
"Yuba City, CA",49700,2020-06-30,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-01,50,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-02,49,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-03,58,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-04,159,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-05,58,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-06,52,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-07,58,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-08,49,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-09,54,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-10,48,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-11,61,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-07-12,54,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-13,50,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-14,68,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-15,64,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-16,53,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-17,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-18,54,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-19,50,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-20,45,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-21,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-22,47,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-23,58,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-24,51,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-25,52,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-26,48,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-27,46,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-28,56,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-07-29,46,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-30,58,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-07-31,48,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-01,54,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-02,45,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-03,53,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-04,49,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-05,43,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-06,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-07,48,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-08,50,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-09,58,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-10,64,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-11,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-12,46,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-13,64,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-08-14,61,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-08-15,71,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-08-16,54,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-17,60,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-18,80,Moderate,Ozone,06-101-0003,2
"Yuba City, CA",49700,2020-08-19,85,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-20,190,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-21,176,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-22,167,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-23,160,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-24,166,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-25,128,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-26,111,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-27,87,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-28,119,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-29,123,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-30,111,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-08-31,139,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-01,96,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-02,75,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-03,93,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-04,84,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-05,125,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-06,129,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-07,133,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-08,136,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-09,138,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-10,176,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-11,186,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-12,263,Very Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-13,303,Hazardous,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-14,167,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-15,159,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-16,80,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-17,56,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-18,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-19,68,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-20,106,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-21,101,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-22,45,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-23,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-24,35,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-25,39,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-26,34,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-27,74,Moderate,PM10,06-101-0003,2
"Yuba City, CA",49700,2020-09-28,64,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-09-29,97,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-09-30,155,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-01,157,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-02,168,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-03,169,Unhealthy,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-04,146,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-05,105,Unhealthy for Sensitive Groups,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-06,77,Moderate,Ozone,06-101-0004,1
"Yuba City, CA",49700,2020-10-07,72,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-08,89,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-09,80,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-10,32,Good,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-11,40,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-10-12,59,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-13,34,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-10-14,44,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-10-15,48,Good,PM10,06-101-0003,2
"Yuba City, CA",49700,2020-10-16,37,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-10-17,51,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-18,60,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-19,67,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-20,56,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-21,70,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-22,59,Moderate,PM10,06-101-0003,2
"Yuba City, CA",49700,2020-10-23,43,Good,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-10-24,54,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-25,57,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-26,60,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-27,54,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-28,68,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-29,84,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-10-30,87,Moderate,Ozone,06-101-0004,2
"Yuba City, CA",49700,2020-10-31,83,Moderate,PM2.5,06-101-0003,2
"Yuba City, CA",49700,2020-11-01,70,Moderate,PM2.5,06-101-0003,1
"Yuba City, CA",49700,2020-11-02,68,Moderate,PM2.5,06-101-0003,1
"Yuba City, CA",49700,2020-11-03,68,Moderate,PM2.5,06-101-0003,1
"Yuba City, CA",49700,2020-11-04,63,Moderate,PM2.5,06-101-0003,1
